Genome	Pas_cpn60	Pas_fusA	Pas_gltA	Pas_pyrG	Pas_recA	Pas_rplB	Pas_rpoB	ST	Scheme	clonal_complex	species	CC	Assigned IC	Corrected IC
GCA_048750975.1_ACI_genomic.fna	1	16	2	6?	18	4	4	new_alleles	abaumannii#2			NA	NA	NA
GCA_048750995.1_A118_genomic.fna	1	16	2	6	18	4	4	172	abaumannii#2		Acinetobacter baumannii	16	Not IC	Not IC
GCA_049177225.1_ASM4917722v1_genomic.fna	3	2	2	34	5	1	14	2276	abaumannii#2			110	Not IC	Not IC
GCA_049177235.1_ASM4917723v1_genomic.fna	3	3	11	2	44	4	8	479	abaumannii#2		Acinetobacter baumannii	111	Not IC	Not IC
GCA_049177245.1_ASM4917724v1_genomic.fna	3	2	2	2	44	1	4	new_ST	abaumannii#2			NA	NA	NA
GCA_049177255.1_ASM4917725v1_genomic.fna	3	3	2	5	29	1	4	1422	abaumannii#2			49	Not IC	Not IC
GCA_050030175.1_ASM5003017v1_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_050030185.1_ASM5003018v1_genomic.fna	26	2	2	2	29	4	5	79	abaumannii#2		Acinetobacter baumannii	6	IC5	IC5
GCA_050030675.1_ASM5003067v1_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_050031255.1_ASM5003125v1_genomic.fna	40	3	7	2	40	4	4	164	abaumannii#2		Acinetobacter baumannii	13	IC11	IC11
GCA_050031495.1_ASM5003149v1_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_050031815.1_ASM5003181v1_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_050032045.1_ASM5003204v1_genomic.fna	40	3	7	2	40	4	4	164	abaumannii#2		Acinetobacter baumannii	13	IC11	IC11
GCA_050032335.1_ASM5003233v1_genomic.fna	7	114	2	1	7	1	4	773	abaumannii#2			24	Not IC	Not IC
GCA_050032545.1_ASM5003254v1_genomic.fna	40	3	7	2	40	4	4	164	abaumannii#2		Acinetobacter baumannii	13	IC11	IC11
GCA_050039885.1_ASM5003988v1_genomic.fna	3	3	2	4	7	2	4	25	abaumannii#2		Acinetobacter baumannii	3	IC7	IC7
GCA_050164075.1_ASM5016407v1_genomic.fna	3	3	2	4	7	2	4	25	abaumannii#2		Acinetobacter baumannii	3	IC7	IC7
GCA_050164325.1_ASM5016432v1_genomic.fna	3	3	2	4	7	2	4	25	abaumannii#2		Acinetobacter baumannii	3	IC7	IC7
GCA_050269755.1_ASM5026975v1_genomic.fna	26	2	2	2	29	4	5	79	abaumannii#2		Acinetobacter baumannii	6	IC5	IC5
GCA_050320255.1_Hv637_genomic.fna	26	2	2	2	29	4	5	79	abaumannii#2		Acinetobacter baumannii	6	IC5	IC5
GCA_050320265.1_Up392_genomic.fna	3	51	2	2	5	4	52	810	abaumannii#2			112	Not IC	Not IC
GCA_050320275.1_Up398_genomic.fna	7	3	2	1	7	1	4	103	abaumannii#2		Acinetobacter baumannii	24	Not IC	Not IC
GCA_050320285.1_Up423_genomic.fna	1	1	2	2	3	4	4	32	abaumannii#2		Acinetobacter baumannii	11	Not IC	Not IC
GCA_050320295.1_Up425_genomic.fna	5	2	39	2	3	1	5	499	abaumannii#2		Acinetobacter baumannii	5	Not IC	Not IC
GCA_050320305.1_Up438_genomic.fna	26	2	2	2	29	4	5	79	abaumannii#2		Acinetobacter baumannii	6	IC5	IC5
GCA_050320315.1_Up644_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_050320325.1_Up645_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_050408015.1_ASM5040801v1_genomic.fna	1	65	6	2	63	1	4	392	abaumannii#2		Acinetobacter baumannii	113	Not IC	Not IC
GCA_050500295.1_WM99a_Hybrid_Assembly_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_900088705.1_26872B01_genomic.fna	2	226	2	2	2	2	2	1550	abaumannii#2			0	IC2	IC2
GCA_900093475.1_36734_D01_2_genomic.fna	3	3	2	5	4	1	4	494	abaumannii#2		Acinetobacter baumannii	49	Not IC	Not IC
GCA_900478145.1_34555_D01_genomic.fna	1	1	1	1	5	1	1	1	abaumannii#2		Acinetobacter baumannii	1	IC1	IC1
GCA_964290795.1_23S01404-6_genomic.fna	3	3	6	2	102	4	4	new_ST	abaumannii#2			NA	NA	NA
GCF_000186665.3_ASM18666v4_genomic.fna	12	37	2	2	3	2	14	267	abaumannii#2		Acinetobacter baumannii	27	Not IC	Not IC
GCF_000187205.2_ASM18720v4_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCF_000505685.1_ASM50568v2_genomic.fna	3	3	2	2	11	57	4	639	abaumannii#2		Acinetobacter baumannii	34	Not IC	Not IC
GCF_016919525.1_ASM1691952v2_genomic.fna	1	1	1	1	5	1	1	1	abaumannii#2		Acinetobacter baumannii	1	IC1	IC1
GCF_022107375.1_ASM2210737v2_genomic.fna	5	2	39	2	3	1	5	499	abaumannii#2		Acinetobacter baumannii	5	Not IC	Not IC
GCF_022916135.1_ASM2291613v2_genomic.fna	25	3	6	2	28	1	29	78	abaumannii#2		Acinetobacter baumannii	7	IC6	IC6
GCF_022916555.1_ASM2291655v2_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCF_023054035.1_ASM2305403v2_genomic.fna	25	3	6	2	28	1	29	78	abaumannii#2		Acinetobacter baumannii	7	IC6	IC6
GCF_023093135.1_ASM2309313v2_genomic.fna	25	3	6	2	28	1	29	78	abaumannii#2		Acinetobacter baumannii	7	IC6	IC6
GCF_023615345.1_ASM2361534v2_genomic.fna	25	3	6	2	28	1	29	78	abaumannii#2		Acinetobacter baumannii	7	IC6	IC6
GCF_023615705.1_ASM2361570v2_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCF_023615745.1_ASM2361574v2_genomic.fna	5	2	39	2	3	1	5	499	abaumannii#2		Acinetobacter baumannii	5	Not IC	Not IC
GCF_024106315.1_ASM2410631v2_genomic.fna	25	3	6	2	28	1	29	78	abaumannii#2		Acinetobacter baumannii	7	IC6	IC6
GCF_024922185.1_ASM2492218v2_genomic.fna	5	2	39	2	3	1	5	499	abaumannii#2		Acinetobacter baumannii	5	Not IC	Not IC
GCF_027992645.1_ASM2799264v4_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCF_028634015.1_ASM2863401v3_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCF_029767905.1_ASM2976790v3_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCF_032634445.1_ASM3263444v3_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCF_034126645.1_ASM3412664v2_genomic.fna	2	2	2	2	2	~2	2	new_alleles	abaumannii#2			NA	NA	NA
GCF_034126905.1_ASM3412690v2_genomic.fna	2	2	2	2	2	~2	2	new_alleles	abaumannii#2			NA	NA	NA
GCF_034331205.1_ASM3433120v2_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCF_036718155.1_ASM3671815v2_genomic.fna	1	2	1	2	65	1	5	2512	abaumannii#2			17	Not IC	Not IC
GCF_037008665.1_ASM3700866v2_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCF_037008745.1_ASM3700874v2_genomic.fna	25	3	6	2	28	1	29	78	abaumannii#2		Acinetobacter baumannii	7	IC6	IC6
GCF_037429075.1_2024CK-00278_genomic.fna	25	3	6	2	28	1	29	78	abaumannii#2		Acinetobacter baumannii	7	IC6	IC6
GCF_037751415.1_ASM3775141v2_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCF_038069235.1_ASM3806923v2_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCF_038069255.1_ASM3806925v2_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCF_038418265.1_ASM3841826v2_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCF_038418285.1_ASM3841828v2_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCF_038418365.1_ASM3841836v2_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCF_038522965.1_ASM3852296v2_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCF_038627255.1_ASM3862725v2_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCF_038627275.1_ASM3862727v2_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCF_038627335.1_ASM3862733v2_genomic.fna	25	3	6	2	28	1	29	78	abaumannii#2		Acinetobacter baumannii	7	IC6	IC6
GCF_039518815.1_ASM3951881v2_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCF_039653385.1_ASM3965338v2_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
